Open Time,Open,High,Low,Close,Volume,Middle Band,Standard Deviation,Upper Band,Lower Band,Upper Touch,Lower Touch,Reentry Upper,Reentry Lower,Squeeze,Squeeze Signal,Bollinger Bounce Buy,Bollinger Bounce Sell,Double Bottom,Double Top
2024-08-20,59438.5,61400.0,58548.23,59013.8,31477.44548,59222.54400000001,2490.5988660654402,64203.74173213089,54241.34626786913,False,False,False,False,9962.395464261761,True,False,False,False,False
2024-08-21,59013.8,61820.93,58783.47,61156.03,27983.6422,59012.64450000001,2091.597043974542,63195.838587949096,54829.45041205092,False,False,False,False,8366.388175898173,True,False,False,False,False
2024-08-22,61156.03,61400.0,59724.87,60375.84,21241.20588,58956.52,2035.7005269000642,63027.92105380013,54885.118946199866,False,False,False,False,8142.802107600262,True,False,False,False,False
2024-08-23,60375.83,64955.0,60342.14,64037.24,38118.07089,59123.4825,2305.1535455032476,63733.78959100649,54513.175408993506,True,False,False,False,9220.614182012985,True,False,False,False,False
2024-08-24,64037.24,64494.5,63531.0,64157.01,15857.15616,59423.282999999996,2550.2666964046443,64523.81639280928,54322.74960719071,False,False,True,False,10201.066785618576,True,False,False,False,True
2024-08-25,64157.02,65000.0,63773.27,64220.0,12305.47977,59933.34249999999,2429.7530298211605,64792.84855964231,55073.83644035767,False,False,False,False,9719.012119284642,True,False,False,False,False
2024-08-26,64219.99,64481.0,62800.0,62834.0,19470.05276,60273.941999999995,2327.9246184137783,64929.79123682755,55618.09276317244,False,False,False,False,9311.69847365511,True,False,False,False,False
2024-08-27,62834.0,63212.0,58034.01,59415.0,35135.94178,60487.984,2004.8568704376721,64497.697740875345,56478.27025912465,False,False,False,False,8019.427481750696,True,False,False,False,False
2024-08-28,59415.0,60234.98,57860.0,59034.9,36868.54275,60355.429500000006,2009.1159508271912,64373.66140165439,56337.19759834562,False,False,False,False,8036.463803308769,True,False,False,False,False
2024-08-29,59034.9,61166.99,58713.09,59359.01,27020.90743,60281.480500000005,2017.6198753311812,64316.720250662365,56246.240749337645,False,False,False,False,8070.47950132472,True,False,False,False,False
2024-08-30,59359.0,59944.07,57701.1,59123.99,28519.32195,60191.5045,2027.5818892216994,64246.6682784434,56136.340721556604,False,False,False,False,8110.3275568867975,True,False,False,False,False
2024-08-31,59123.99,59462.38,58744.0,58973.99,8798.409,60204.5745,2018.3684786154026,64241.31145723081,56167.83754276919,False,False,False,False,8073.473914461618,True,False,False,False,False
2024-09-01,58974.0,59076.59,57201.0,57301.86,20705.15741,60102.3355,2113.6530935014525,64329.641687002906,55875.029312997096,False,False,False,False,8454.61237400581,True,False,False,False,False
2024-09-02,57301.77,59425.69,57128.0,59132.13,22895.01461,60029.5845,2121.1151243787463,64271.81474875749,55787.354251242505,False,False,False,False,8484.460497514985,True,False,False,False,False
2024-09-03,59132.12,59809.65,57415.0,57487.73,22828.18447,59969.8015,2177.1633230815332,64324.12814616307,55615.47485383693,False,False,False,False,8708.65329232614,True,False,False,False,False
2024-09-04,57487.74,58519.0,55606.0,57970.9,35560.82146,59991.29349999999,2153.923548265217,64299.14059653043,55683.446403469556,False,False,False,False,8615.694193060874,True,False,False,False,False
2024-09-05,57970.9,58327.07,55643.65,56180.0,27806.91413,59856.563500000004,2306.3328912030706,64469.229282406144,55243.89771759386,False,False,False,False,9225.33156481228,True,False,False,False,False
2024-09-06,56180.0,57008.0,52550.0,53962.97,54447.76826,59580.1125,2657.0391524379706,64894.19080487594,54266.03419512406,False,True,False,False,10628.15660975188,False,False,False,False,False
2024-09-07,53962.97,54850.0,53745.54,54160.86,16694.04774,59366.788,2913.3682218490926,65193.52444369819,53540.05155630181,False,False,False,True,11653.472887396376,False,False,False,False,False
2024-09-08,54160.86,55318.0,53629.01,54869.95,16274.14779,59138.360499999995,3081.689561004671,65301.739622009336,52974.981377990654,False,False,False,False,12326.758244018682,False,False,False,False,False
2024-09-09,54869.95,58088.0,54591.96,57042.0,32384.51737,59039.7705,3117.220529181812,65274.21155836362,52805.32944163638,False,False,False,False,12468.88211672724,False,False,False,False,False
2024-09-10,57042.01,58044.36,56386.4,57635.99,23626.78126,58863.76849999999,3090.7052854124995,65045.17907082499,52682.35792917499,False,False,False,False,12362.821141649998,False,False,False,False,False
2024-09-11,57635.99,57981.71,55545.19,57338.0,33026.56757,58711.8765,3087.1287099611254,64886.13391992225,52537.61908007775,False,False,False,False,12348.514839844502,False,False,False,False,False
2024-09-12,57338.0,58588.0,57324.0,58132.32,31074.40631,58416.63050000001,2821.9990589417944,64060.628617883594,52772.63238211642,False,False,False,False,11287.996235767176,False,False,False,False,False
2024-09-13,58132.31,60625.0,57632.62,60498.0,29825.23333,58233.68000000001,2534.1937321282526,63302.06746425651,53165.2925357435,False,False,False,False,10136.774928513012,False,False,False,False,False
2024-09-14,60497.99,60610.45,59400.0,59993.03,12137.90901,58022.33150000001,2156.831753903221,62335.99500780645,53708.667992193565,False,False,False,False,8627.327015612886,True,False,False,False,False
2024-09-15,59993.02,60395.8,58691.05,59132.0,13757.92361,57837.23150000001,1860.6805674022655,61558.59263480454,54115.87036519548,False,False,False,False,7442.722269609061,True,False,False,False,False
2024-09-16,59132.0,59210.7,57493.3,58213.99,26477.5642,57777.181000000004,1826.1403586596311,61429.46171731927,54124.90028268074,False,False,False,False,7304.561434638526,True,False,False,False,False
2024-09-17,58213.99,61320.0,57610.01,60313.99,33116.25878,57841.1355,1893.6559299422,61628.4473598844,54053.823640115595,False,False,False,False,7574.623719768802,True,False,False,False,False
2024-09-18,60313.99,61786.24,59174.8,61759.99,36087.02469,57961.184499999996,2063.440728817305,62088.06595763461,53834.30304236538,False,False,False,False,8253.762915269224,True,False,False,False,False
2024-09-19,61759.98,63850.0,61555.0,62947.99,34332.52608,58152.3845,2336.0214586421957,62824.427417284394,53480.341582715606,True,False,False,False,9344.085834568788,True,False,False,False,False
2024-09-20,62948.0,64133.32,62350.0,63201.05,25466.37794,58363.7375,2591.519720474731,63546.776940949465,53180.69805905054,False,False,True,False,10366.078881898924,False,False,False,False,True
2024-09-21,63201.05,63559.9,62758.0,63348.96,8375.34608,58666.092500000006,2805.0706286218124,64276.23375724363,53055.95124275638,False,False,False,False,11220.282514487248,False,False,False,False,False
2024-09-22,63348.97,64000.0,62357.93,63578.76,14242.19892,58888.424,3012.504540253257,64913.43308050651,52863.41491949349,False,False,False,False,12050.018161013024,False,False,False,False,False
2024-09-23,63578.76,64745.88,62538.75,63339.99,24078.05287,59181.037,3150.3595226010793,65481.75604520216,52880.317954797836,False,False,False,False,12601.438090404321,False,False,False,False,False
2024-09-24,63339.99,64688.0,62700.0,64262.7,23185.04759,59495.627,3332.06169175863,66159.75038351725,52831.50361648274,False,False,False,False,13328.246767034514,False,False,False,False,False
2024-09-25,64262.7,64817.99,62947.08,63152.01,17813.11168,59844.2275,3331.6297205609585,66507.48694112191,53180.96805887808,False,False,False,False,13326.518882243829,False,False,False,False,False
2024-09-26,63152.01,65839.0,62670.0,65173.99,28373.30593,60404.7785,3231.6543372727024,66868.0871745454,53941.469825454595,False,False,False,False,12926.617349090811,False,False,False,False,False
2024-09-27,65173.99,66498.0,64819.9,65769.95,22048.80487,60985.23299999999,3090.6327389559438,67166.49847791188,54803.9675220881,False,False,False,False,12362.530955823779,False,False,False,False,False
2024-09-28,65769.95,66260.0,65422.23,65858.0,9127.23316,61534.6355,2918.169160540779,67370.97382108156,55698.29717891844,False,False,False,False,11672.676642163118,False,False,False,False,False
2024-09-29,65858.0,66076.12,65432.0,65602.01,8337.74111,61962.636,2851.5423967471074,67665.72079349421,56259.551206505785,False,False,False,False,11406.169586988428,False,False,False,False,False
2024-09-30,65602.01,65618.8,62856.3,63327.59,30011.08752,62247.216,2675.6022937617345,67598.42058752346,56896.01141247653,False,False,False,False,10702.40917504693,True,False,False,False,False
2024-10-01,63327.6,64130.63,60164.0,60805.78,43671.48108,62420.605,2442.9723715426944,67306.54974308539,57534.66025691461,False,False,False,False,9771.889486170774,True,False,False,False,False
2024-10-02,60804.92,62390.31,60000.0,60649.28,31534.70118,62546.453,2269.0783636420088,67084.60972728401,58008.29627271598,False,False,False,False,9076.31345456803,True,False,False,False,False
2024-10-03,60649.27,61477.19,59828.11,60752.71,26221.43472,62559.188500000004,2257.6621138301057,67074.51272766021,58043.86427233979,False,False,False,False,9030.64845532042,True,False,False,False,False
2024-10-04,60752.72,62484.85,60459.9,62086.0,21294.65994,62663.837,2179.61172209298,67023.06044418596,58304.61355581404,False,False,False,False,8718.446888371924,True,False,False,False,False
2024-10-05,62086.0,62370.56,61689.26,62058.0,7807.46141,62810.137,2022.6159455233,66855.3688910466,58764.905108953404,False,False,False,False,8090.463782093197,True,False,False,False,False
2024-10-06,62058.01,62975.0,61798.97,62819.91,8906.86177,63040.433,1709.7758134392743,66459.98462687855,59620.88137312145,False,False,False,False,6839.103253757101,True,False,False,False,False
2024-10-07,62819.91,64478.19,62128.0,62224.0,25966.1852,63135.9335,1599.243206109353,66334.4199122187,59937.44708778129,False,False,False,False,6396.9728244374055,True,False,False,False,False
2024-10-08,62224.01,63200.0,61860.31,62160.49,19702.22371,63155.95849999999,1583.5377998488314,66323.03409969766,59988.88290030233,False,False,False,False,6334.151199395332,True,False,False,False,False
2024-10-09,62160.5,62543.75,60301.0,60636.02,20011.15684,63040.36,1680.911816939289,66402.18363387858,59678.53636612142,False,False,False,False,6723.647267757158,True,False,False,False,False
2024-10-10,60636.01,61321.68,58946.0,60326.39,23967.92481,62896.62699999999,1786.0638075655722,66468.75461513114,59324.49938486885,False,False,False,False,7144.2552302622935,True,False,False,False,False
2024-10-11,60326.4,63417.56,60087.64,62540.0,23641.35209,62856.17899999999,1784.4402252066707,66425.05945041333,59287.298549586645,False,False,False,False,7137.760900826688,True,False,False,False,False
2024-10-12,62539.99,63480.0,62487.23,63206.22,10911.30116,62837.552,1778.4348163915172,66394.42163278304,59280.68236721697,False,False,False,False,7113.739265566066,True,False,False,False,False
2024-10-13,63206.23,63285.72,62050.0,62870.02,11909.21995,62814.053499999995,1774.5472982982108,66363.14809659641,59264.958903403574,False,False,False,False,7098.18919319284,True,False,False,False,False
2024-10-14,62870.02,66500.0,62457.81,66083.99,37669.95222,62905.118,1895.415484696485,66695.94896939298,59114.28703060703,False,False,False,False,7581.661938785946,True,False,False,False,False
2024-10-15,66084.0,67950.0,64800.01,67074.14,43683.95423,63101.2245,2112.743675424668,67326.71185084933,58875.737149150664,False,False,False,False,8450.974701698666,True,False,False,False,False
2024-10-16,67074.14,68424.0,66750.49,67620.01,29938.25544,63223.5255,2301.4177073215633,67826.36091464313,58620.69008535688,False,False,False,False,9205.670829286246,False,False,False,False,False
2024-10-17,67620.0,67939.4,66666.0,67421.78,25328.22861,63306.117000000006,2423.987382751343,68154.09176550269,58458.14223449732,False,False,False,False,9695.949531005368,False,False,False,False,False
2024-10-18,67421.78,69000.0,67192.36,68428.0,28725.635,63434.617000000006,2626.0828886486975,68686.7827772974,58182.45122270261,False,False,False,False,10504.331554594784,False,False,False,False,False
2024-10-19,68427.99,68693.26,68010.0,68378.0,8193.66737,63573.41650000001,2813.352116222802,69200.1207324456,57946.7122675544,False,False,False,False,11253.408464891203,False,False,False,False,False
2024-10-20,68377.99,69400.0,68100.0,69031.99,12442.47378,63858.6365,3065.020284006468,69988.67706801294,57728.59593198707,False,False,False,False,12260.081136025874,False,False,False,False,False
2024-10-21,69032.0,69519.52,66840.67,67377.5,31374.42184,64187.222499999996,3072.7643119593577,70332.75112391872,58041.69387608128,False,False,False,False,12291.057247837438,False,False,False,False,False
2024-10-22,67377.5,67836.01,66571.42,67426.0,24598.96268,64526.0585,3035.5106713650407,70597.07984273008,58455.037157269915,False,False,False,False,12142.042685460161,False,False,False,False,False
2024-10-23,67426.01,67472.83,65260.0,66668.65,25530.2407,64821.85549999999,2935.0405521513876,70691.93660430277,58951.77439569721,False,False,False,False,11740.162208605558,False,False,False,False,False
2024-10-24,66668.65,68850.0,66510.0,68198.28,22589.83877,65127.46949999999,2953.34009448436,71034.14968896871,59220.78931103127,False,False,False,False,11813.360377937439,False,False,False,False,False
2024-10-25,68198.27,68771.49,65596.29,66698.33,34479.71125,65359.486,2880.8940784496012,71121.2741568992,59597.697843100796,False,False,False,False,11523.57631379841,False,False,False,False,False
2024-10-26,66698.32,67454.55,66439.9,67092.76,11842.9077,65573.1285,2840.805976042421,71254.74045208485,59891.51654791516,False,False,False,False,11363.223904169688,False,False,False,False,False
2024-10-27,67092.76,68332.05,66913.73,68021.7,8653.19592,65863.0135,2776.1348338012376,71415.28316760248,60310.74383239752,False,False,False,False,11104.539335204958,False,False,False,False,False
2024-10-28,68021.69,70270.0,67618.0,69962.21,29046.75459,66253.0995,2776.6219311572736,71806.34336231454,60699.85563768545,False,False,False,False,11106.487724629093,False,False,False,False,False
2024-10-29,69962.21,73620.12,69760.0,72736.42,50128.60594,66858.1195,2806.4196727417498,72470.9588454835,61245.2801545165,True,False,False,False,11225.678690967005,False,False,False,False,False
2024-10-30,72736.41,72961.0,71436.0,72344.74,26885.99056,67459.03700000001,2614.346186004108,72687.72937200822,62230.3446279918,False,False,True,False,10457.384744016425,False,False,False,False,False
2024-10-31,72344.75,72700.0,69685.76,70292.01,29352.10297,67846.6375,2413.617526110031,72673.87255222005,63019.40244777993,False,False,False,False,9654.470104440123,True,False,False,False,False
2024-11-01,70292.01,71632.95,68820.14,69496.01,38301.86755,68161.127,2175.150615980531,72511.42823196105,63810.82576803893,False,False,False,False,8700.602463922121,True,False,False,False,False
2024-11-02,69496.0,69914.37,69000.14,69374.74,10521.67243,68486.363,1795.5470938174376,72077.45718763488,64895.268812365124,False,False,False,False,7182.188375269754,True,False,False,False,False
2024-11-03,69374.74,69391.0,67478.73,68775.99,24995.70243,68620.96299999999,1704.5749975658925,72030.11299513177,65211.81300486821,False,False,False,False,6818.299990263564,True,False,False,False,False
2024-11-04,68775.99,69500.0,66835.0,67850.01,29800.39187,68659.75649999999,1676.110016271125,72011.97653254223,65307.536467457736,False,False,False,False,6704.440065084498,True,False,False,False,False
2024-11-05,67850.01,70577.91,67476.63,69372.01,33355.06888,68747.3565,1664.6527693919786,72076.66203878395,65418.05096121604,False,False,False,False,6658.611077567912,True,False,False,False,False
2024-11-06,69372.01,76400.0,69298.0,75571.99,104126.994787,69154.867,2226.01226187108,73606.89152374216,64702.842476257836,True,False,False,False,8904.049047484325,True,False,False,False,False
2024-11-07,75571.99,76849.99,74416.0,75857.89,44869.422345,69526.3615,2673.352907987331,74873.06731597467,64179.65568402534,True,False,False,False,10693.411631949326,False,False,False,False,False
2024-11-08,75857.89,77199.99,75555.0,76509.78,36521.099583,69932.9505,3077.3588056479557,76087.66811129592,63778.23288870409,True,False,False,False,12309.435222591826,False,False,False,False,False
2024-11-09,76509.78,76900.0,75714.66,76677.46,16942.07915,70315.224,3415.804021497302,77146.8320429946,63483.6159570054,False,False,True,False,13663.216085989203,False,False,False,False,True
2024-11-10,76677.46,81500.0,76492.0,80370.01,61830.100435,70964.8495,4011.266098541637,78987.38169708327,62942.31730291672,True,False,False,False,16045.064394166548,False,False,False,False,False
2024-11-11,80370.01,89530.54,80216.01,88647.99,82323.665776,72025.949,5541.072562590459,83108.09412518091,60943.803874819074,True,False,False,False,22164.29025036184,False,False,False,False,False
2024-11-12,88648.0,89940.0,85072.0,87952.01,97299.887911,73090.117,6430.420766661022,85950.95853332205,60229.27546667795,True,False,False,False,25721.683066644095,False,False,False,False,False
2024-11-13,87952.0,93265.64,86127.99,90375.2,86763.854127,74198.963,7383.86986519941,88966.70273039883,59431.223269601185,True,False,False,False,29535.479460797644,False,False,False,False,False
2024-11-14,90375.21,91790.0,86668.21,87325.59,56729.51086,75230.326,7714.251329021387,90658.82865804278,59801.82334195723,False,False,True,False,30857.005316085553,False,False,False,False,False
2024-11-15,87325.59,91850.0,87073.38,91032.07,47927.95068,76427.29149999999,8225.456002884004,92878.203505768,59976.37949423198,False,False,False,False,32901.824011536024,False,False,False,False,False
2024-11-16,91032.08,91779.66,90056.17,90586.92,22717.87689,77555.5525,8552.888264892395,94661.3290297848,60449.77597021521,False,False,False,False,34211.55305956959,False,False,False,False,False
2024-11-17,90587.98,91449.99,88722.0,89855.99,23867.55609,78550.2415,8777.182871387024,96104.60724277404,60995.87575722596,False,False,False,False,35108.73148554809,False,False,False,False,False
2024-11-18,89855.98,92594.0,89376.9,90464.08,46545.03448,79436.6245,9050.05197691984,97536.72845383969,61336.520546160325,False,False,False,False,36200.20790767937,False,False,False,False,False
2024-11-19,90464.07,93905.51,90357.0,92310.79,43660.04682,80434.927,9323.661266521935,99082.24953304387,61787.60446695612,False,False,False,False,37294.645066087745,False,False,False,False,False
2024-11-20,92310.8,94831.97,91500.0,94286.56,42203.198712,81634.6545,9492.059226578647,100618.7729531573,62650.53604684271,False,False,False,False,37968.23690631459,False,False,False,False,False
2024-11-21,94286.56,98988.0,94040.0,98317.12,69228.360477,83075.71,9736.82571379714,102549.36142759428,63602.05857240573,False,False,False,False,38947.30285518855,False,False,False,False,False
2024-11-22,98317.12,99588.01,97122.11,98892.0,46189.309243,84551.573,9787.706422274889,104126.98584454978,64976.16015545023,False,False,False,False,39150.825689099554,False,False,False,False,False
2024-11-23,98892.0,98908.85,97136.0,97672.4,24757.84367,85996.3935,9463.841714079335,104924.07692815867,67068.71007184134,False,False,False,False,37855.36685631733,False,False,False,False,False
2024-11-24,97672.4,98564.0,95734.77,97900.04,31200.97838,87498.895,8792.871067283804,105084.63713456762,69913.15286543239,False,False,False,False,35171.484269135224,False,False,False,False,False
2024-11-25,97900.05,98871.8,92600.19,93010.01,50847.45096,88680.79500000001,7755.567531751675,104191.93006350336,73169.65993649667,False,False,False,False,31022.27012700669,False,False,False,False,False
2024-11-26,93010.01,94973.37,90791.1,91965.16,57858.73138,89500.4535,7138.985667462293,103778.42483492459,75222.48216507542,False,False,False,False,28555.942669849173,True,False,False,False,False
2024-11-27,91965.16,97208.21,91792.14,95863.11,41153.42734,90500.7145,6499.759624573364,103500.23374914673,77501.19525085327,False,False,False,False,25999.038498293463,True,False,False,False,False
2024-11-28,95863.11,96564.0,94640.0,95643.98,28814.54357,91457.4245,5689.7492300010135,102836.92296000202,80077.92603999797,False,False,False,False,22758.99692000405,True,False,False,False,False
2024-11-29,95643.99,98619.99,95364.99,97460.0,27701.78231,92496.5515,4651.426172210679,101799.40384442137,83193.69915557864,False,False,False,False,18605.70468884273,True,False,False,False,False
2024-11-30,97460.0,97463.95,96092.01,96407.99,14503.83306,93298.4505,3744.926712367307,100788.30392473462,85808.5970752654,False,False,False,False,14979.706849469221,True,False,False,False,False
2024-12-01,96407.99,97836.0,95693.88,97185.18,16938.60452,93725.31,3672.80724577942,101070.92449155884,86379.69550844116,False,False,False,False,14691.228983117675,True,False,False,False,False
2024-12-02,97185.17,98130.0,94395.0,95840.62,37958.66981,94119.7405,3436.129886551844,100992.00027310368,87247.48072689632,False,False,False,False,13744.51954620736,True,False,False,False,False
2024-12-03,95840.61,96305.52,93578.17,95849.69,35827.32283,94393.465,3338.810243707572,101071.08548741514,87715.84451258485,False,False,False,False,13355.240974830289,True,False,False,False,False
2024-12-04,95849.69,99000.0,94587.83,98587.32,43850.53728,94956.55149999999,3018.344419344732,100993.24033868944,88919.86266131053,False,False,False,False,12073.377677378914,True,False,False,False,False
2024-12-05,98587.32,104088.0,90500.0,96945.63,109921.729662,95252.2295,2901.0345367384857,101054.29857347698,89450.16042652303,False,False,False,False,11604.138146953948,True,False,False,False,False
2024-12-06,96945.63,101898.99,95981.72,99740.84,45049.5331,95709.9255,2847.8692423158077,101405.66398463161,90014.18701536838,False,False,False,False,11391.476969263225,True,False,False,False,False
2024-12-07,99740.84,100439.18,98844.0,99831.99,14931.9459,96208.7255,2634.224656818693,101477.1748136374,90940.27618636261,False,False,False,False,10536.898627274786,True,False,False,False,False
2024-12-08,99831.99,101351.0,98657.7,101109.59,14612.99688,96741.001,2483.575818493678,101708.15263698736,91773.84936301265,False,False,False,False,9934.303273974714,True,False,False,False,False
2024-12-09,101109.6,101215.93,94150.05,97276.47,53949.11595,96989.285,2255.074823478488,101499.43464695697,92479.13535304304,False,False,False,False,9020.299293913937,True,False,False,False,False
2024-12-10,97276.48,98270.0,94256.54,96593.0,51708.68933,97104.60699999999,2166.8340090430265,101438.27501808605,92770.93898191393,False,False,False,False,8667.336036172113,True,False,False,False,False
2024-12-11,96593.0,101888.0,95658.24,101125.0,37753.78291,97245.00099999999,2334.0430860895244,101913.08717217903,92576.91482782095,False,False,False,False,9336.172344358085,True,False,False,False,False
2024-12-12,101125.0,102540.0,99311.64,100004.29,29232.08745,97300.61549999999,2387.9808256970537,102076.5771513941,92524.65384860587,False,False,False,False,9551.92330278823,True,False,False,False,False
2024-12-13,100004.29,101895.26,99205.0,101424.25,21904.03923,97488.208,2559.9024951421366,102608.01299028427,92368.40300971572,False,False,False,False,10239.609980568552,True,False,False,False,False
2024-12-14,101424.24,102650.0,100609.41,101420.0,14191.70326,97664.20599999999,2706.5105882611415,103077.22717652227,92251.18482347771,False,False,False,False,10826.042353044555,True,False,False,False,False
2024-12-15,101420.0,105250.0,101237.14,104463.99,22228.921775,98236.905,2876.35213852586,103989.60927705171,92484.20072294828,True,False,False,False,11505.40855410343,True,False,False,False,False
2024-12-16,104463.99,107793.07,103333.0,106058.66,41302.40274,98941.58,2983.360518589938,104908.30103717987,92974.85896282013,True,False,False,False,11933.442074359744,True,False,False,False,False
2024-12-17,106058.65,108353.0,105321.49,106133.74,29064.936466,99455.1115,3293.408533392257,106041.92856678451,92868.29443321549,True,False,False,False,13173.634133569023,False,False,False,False,False
